username,yearmonth,videos_per_month,hashtag_names,post_duet,high_level_cat,broad_categories
_rulzbreakeasy,202301,2,13,1,"Vaping, Music",Others
_rulzbreakeasy,202302,3,6,1,Music,Others
_rulzbreakeasy,202303,4,17,1,"Vaping, Vaping, Review, Music, Music,Dance",Others
_rulzbreakeasy,202304,8,24,1,"Travel, Entertainment, Gaming, Music, Music, Dance","Humor & Entertainment, Travel & Exploration, Gaming & Entertainment"
_rulzbreakeasy,202305,7,9,1,"Music, Music, Dance",Others
_rulzbreakeasy,202306,8,26,1,"Vaping, Others, Music, Music, Mental Health, Music, Rap","Emotional & Mental Health, Family & Relationships"
_rulzbreakeasy,202307,3,8,1,"Gaming, Music, Rap, Music",Gaming & Entertainment
_rulzbreakeasy,202308,1,7,1,Music,Others
carolinamedina0597,201802,4,8,0,"music, music, dance, Others","Music & Dance, Family & Relationships"
carolinamedina0597,201805,2,0,0,Others,Family & Relationships
carolinamedina0597,201807,2,1,0,Others,Family & Relationships
carolinamedina0597,201810,6,1,0,"No description, Others",Family & Relationships
carolinamedina0597,201811,39,3,0,"Festivals, Cultural Events, Others, Music, Comedy, No description","Humor & Fun, Family & Relationships, History & Culture"
carolinamedina0597,201812,50,8,1,"comedy, fashion, dance, Travel, Others, Music, Holiday, Others, Pets/Animals, Comedy, No description","Pets & Animal Welfare, Music & Dance, Family & Relationships, Travel & Exploration, Beauty & Fashion, Humor & Fun"
carolinamedina0597,201901,32,4,1,"No description, Others, Music, Comedy","Humor & Fun, Family & Relationships"
carolinamedina0597,201902,33,10,1,"Music, Others, cooking, Others, Music, Music, Dance, No description","Food & Cuisine, Family & Relationships"
carolinamedina0597,201903,4,0,1,Others,Family & Relationships
carolinamedina0597,201904,11,12,1,"No description, Others, Pets, Others",Family & Relationships
carolinamedina0597,201905,33,10,1,"challenge, social media challenge, Others, Music, Comedy, No description","Social Media & Digital Culture, Humor & Fun, Family & Relationships"
carolinamedina0597,201906,30,2,1,"No description, Others, Comedy, Music","Humor & Fun, Family & Relationships"
carolinamedina0597,201907,15,3,1,"music, comedy, No description, Others","Family & Relationships, Music & Dance, Humor & Fun"
carolinamedina0597,201908,21,8,1,"No description, fashion, Others, Comedy","Beauty & Fashion, Humor & Fun, Family & Relationships"
carolinamedina0597,201909,14,1,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
carolinamedina0597,201910,31,4,1,"music, Others, Music, Music,Dance, No description","Music & Dance, Family & Relationships"
carolinamedina0597,201911,27,5,1,"No description, Others, Comedy, dance","Humor & Fun, Music & Dance, Family & Relationships"
carolinamedina0597,201912,28,5,1,"music, No description, Others, Comedy","Humor & Fun, Music & Dance, Family & Relationships"
carolinamedina0597,202001,54,22,1,"dance, Others, Music, Music, Dance, comedy, Dance, travel, culture, No description","Humor & Fun, Music & Dance, Travel & Exploration, Family & Relationships"
carolinamedina0597,202002,33,14,1,"music, dance, Others, Music, Activism, comedy, Pets/Animals, Comedy, No description, family, celebration","Pets & Animal Welfare, Music & Dance, Family & Relationships, Cultural & Social Issues, Humor & Fun"
carolinamedina0597,202003,54,12,1,"music, dance, Others, music, dance, No description","Music & Dance, Family & Relationships"
carolinamedina0597,202004,44,6,1,"music, Others, Comedy, makeup, fitness, No description","Humor & Fun, Physical Fitness & Health, Music & Dance, Family & Relationships"
carolinamedina0597,202005,86,9,1,"dance, Others, comedy, Comedy, Dance, No description","Humor & Fun, Music & Dance, Family & Relationships"
carolinamedina0597,202006,46,8,1,"Videogames, Others, Music,Dance, travel, culture, No description, Motivational, Others, makeup, beauty","Personal Development & Growth, Gaming & Entertainment, Family & Relationships, Travel & Exploration, Beauty & Fashion"
carolinamedina0597,202007,15,2,1,"No description, comedy, Others","Family & Relationships, Humor & Fun"
carolinamedina0597,202008,15,2,1,"No description, Others",Family & Relationships
carolinamedina0597,202009,8,1,1,"No description, Comedy",Humor & Fun
carolinamedina0597,202012,1,1,1,Others,Family & Relationships
carolinamedina0597,202104,6,19,1,"fashion, Others, Travel, Others, comedy, Pets/Animals, pets, comedy","Pets & Animal Welfare, Family & Relationships, Travel & Exploration, Beauty & Fashion, Humor & Fun"
carolinamedina0597,202105,8,38,1,"Others, travel, Travel, Entrepreneurship, Finance","Professional Development, Personal Finance & Investment, Travel & Exploration, Family & Relationships"
carolinamedina0597,202106,7,31,1,"music, Others, Business, Entrepreneurship, travel, comedy","Professional Development, Music & Dance, Family & Relationships, Travel & Exploration, Humor & Fun"
carolinamedina0597,202107,2,3,1,Others,Family & Relationships
carolinamedina0597,202108,13,3,1,"music, No description, Others, Music","Music & Dance, Family & Relationships"
carolinamedina0597,202109,16,10,1,"Others, Music, music, dance, Body Positivity, Empowerment, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
carolinamedina0597,202110,8,9,1,"Beauty, Makeup, Others, Pets/Animals, No description, dance,Others","Pets & Animal Welfare, Beauty & Fashion, Family & Relationships"
carolinamedina0597,202111,4,4,1,"No description, Others, Comedy, Music, Dance","Humor & Fun, Family & Relationships"
carolinamedina0597,202201,1,0,1,Others,Family & Relationships
carolinamedina0597,202301,3,3,1,"No description, Others",Family & Relationships
carolinamedina0597,202303,14,1,1,"Family, No description, Others, Music",Family & Relationships
carolinamedina0597,202304,17,0,1,"No description, Others",Family & Relationships
carolinamedina0597,202305,111,6,1,"Others, Music, Comedy, Family, Babies, No description","Humor & Fun, Family & Relationships"
carolinamedina0597,202306,83,4,1,"music, No description, Others","Music & Dance, Family & Relationships"
carolinamedina0597,202307,25,0,1,"No description, Others",Family & Relationships
carolinamedina0597,202308,21,1,1,"music, No description, Others","Music & Dance, Family & Relationships"
carolinamedina0597,202309,14,0,1,"No description, Others",Family & Relationships
skylannnn,201802,1,0,0,Others,Family & Relationships
skylannnn,201805,4,0,0,"comedy, Others, dance","Family & Relationships, Music & Dance, Humor & Fun"
skylannnn,201806,6,1,0,"Comedy, Dance, Others, Comedy, dance","Family & Relationships, Music & Dance, Humor & Fun"
skylannnn,201807,2,1,0,"Travel, Others","Travel & Exploration, Family & Relationships"
skylannnn,201808,5,0,0,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
skylannnn,201809,1,0,0,No description,Others
skylannnn,201810,3,2,0,"No description, Others",Family & Relationships
shorty_nerd,201802,2,4,0,Others,Family & Relationships
shorty_nerd,201807,1,2,0,Others,Family & Relationships
shorty_nerd,201811,1,2,1,"comedy, cosplay",Humor & Fun
shorty_nerd,201812,14,32,1,"cosplay, anime, Cosplay, cosplay, television, comedy, Pets, Animals, Comedy, cosplay, Others, cosplay, music, react, aesthetic, adventures, aboutme, cosplay","Family & Relationships, Music & Dance, Humor & Fun"
shorty_nerd,201901,4,19,1,"Others, Pets, Comedy, comedy, meme, cosplay, fantasy","Humor & Fun, Family & Relationships"
shorty_nerd,201902,17,33,1,"cosplay, television, Cosplay, Television, cosplay, tv shows, Others, animation, tv shows, comedy, cosplay","Humor & Fun, Storytelling & Media, Family & Relationships"
shorty_nerd,201903,5,20,1,"animation, fandom, Others, Comedy","Humor & Fun, Family & Relationships"
shorty_nerd,201904,15,39,1,"music, cosplay, television, Others, comedy, Comedy, cosplay, Others, Pets, Dance, cosplay","Humor & Fun, Music & Dance, Family & Relationships"
shorty_nerd,201905,7,30,1,"comedy, Others","Family & Relationships, Humor & Fun"
shorty_nerd,201906,6,26,1,"music,dance, comedy, cosplay","Music & Dance, Humor & Fun"
shorty_nerd,201907,3,10,1,"comedy, Others","Family & Relationships, Humor & Fun"
shorty_nerd,201908,13,30,1,"cosplay, comedy, Others, Comedy, Music","Family & Relationships, Humor & Fun"
shorty_nerd,201909,15,30,1,"Roleplay, Fantasy, music, Animation, Others, Cosplay, Comedy, Cosplay, Others, comedy, Comedy, Zodiac/Horoscope, Cosplay, cosplay","Humor & Fun, Music & Dance, Family & Relationships"
shorty_nerd,201910,8,33,1,"LGBTQ+, Personal Story, cosplay, entertainment, Animation, Fandoms, Others","Humor & Entertainment, Cultural & Social Issues, Family & Relationships"
shorty_nerd,201911,9,32,1,"animation, entertainment, cosplay, tv shows, Others, cosplay","Humor & Entertainment, Storytelling & Media, Family & Relationships"
shorty_nerd,201912,4,16,1,"comedy, comedy, music, Others, cosplay","Family & Relationships, Music & Dance, Humor & Fun"
shorty_nerd,202001,4,19,1,"comedy, Others, Pets/Animals","Pets & Animal Welfare, Family & Relationships, Humor & Fun"
shorty_nerd,202002,9,17,1,"gaming, anime, gaming, Anime, Gaming, Others","Family & Relationships, Gaming & Entertainment"
shorty_nerd,202003,15,27,1,"Others, gaming, cosplay, comedy, gaming, gaming, anime, Gaming","Humor & Fun, Gaming & Entertainment, Family & Relationships"
shorty_nerd,202004,16,36,1,"Anime/Gaming, Anime, Gaming, Others, gaming, comedy, comedy, gaming, Gaming, Anime, gaming,anime, gaming, anime, Advocacy, Awareness","Humor & Fun, Family & Relationships, Emotional & Mental Health, Gaming & Entertainment"
shorty_nerd,202005,8,27,1,"Animation, Entertainment, Others, comedy, Gaming, Anime, gaming, anime, gaming, entertainment","Humor & Entertainment, Humor & Fun, Gaming & Entertainment, Family & Relationships"
shorty_nerd,202006,4,17,1,"Gaming, Anime, Gaming, Others","Family & Relationships, Gaming & Entertainment"
shorty_nerd,202007,6,25,1,"comedy, memes, gaming, gaming, Others, anime, gaming","Family & Relationships, Humor & Fun"
shorty_nerd,202008,2,14,1,"Others, Pets & Animals","Pets & Animal Welfare, Family & Relationships"
shorty_nerd,202009,1,6,1,"Gaming,Animation",Gaming & Entertainment
shorty_nerd,202011,1,7,1,"Gaming, Anime",Gaming & Entertainment
shorty_nerd,202012,3,12,1,"Others, Pets/Animals","Pets & Animal Welfare, Family & Relationships"
shorty_nerd,202101,2,9,1,Others,Family & Relationships
shorty_nerd,202102,4,18,1,"gaming, anime, Activism, Disability Awareness, Others, anime, gaming","Cultural & Social Issues, Family & Relationships"
shorty_nerd,202103,2,8,1,Others,Family & Relationships
shorty_nerd,202104,1,4,1,Others,Family & Relationships
shorty_nerd,202105,1,7,1,"gaming, meme",Others
shorty_nerd,202107,1,5,1,comedy,Humor & Fun
shorty_nerd,202201,1,6,1,Others,Family & Relationships
shorty_nerd,202309,3,11,1,"Gaming, gaming",Gaming & Entertainment
unicornvalery,201803,1,0,0,No description,Others
unicornvalery,201811,124,2,1,"Others, Mental Health, Comedy, Comedy, Others, No description","Humor & Fun, Emotional & Mental Health, Family & Relationships"
unicornvalery,201812,26,2,1,"No description, Others, Music",Family & Relationships
unicornvalery,202211,4,1,1,"No description, Others",Family & Relationships
unicornvalery,202212,7,3,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
unicornvalery,202301,5,5,1,"Others, Pets/Animals","Pets & Animal Welfare, Family & Relationships"
unicornvalery,202302,7,4,1,"No description, Pets, Animals, Others",Family & Relationships
unicornvalery,202303,5,3,1,"music, live performance, Others","Music & Dance, Family & Relationships"
unicornvalery,202304,5,1,1,"Friendship, No description, Others",Family & Relationships
unicornvalery,202305,2,0,1,"comedy, Others","Family & Relationships, Humor & Fun"
unicornvalery,202306,8,2,1,"No description, Others",Family & Relationships
unicornvalery,202307,3,1,1,Others,Family & Relationships
unicornvalery,202308,2,1,1,Others,Family & Relationships
unicornvalery,202309,10,5,1,"music, No description, Others, Television","Music & Dance, Family & Relationships"
usero93trihhfv,201803,1,0,0,Others,Family & Relationships
usero93trihhfv,201804,2,0,0,"music, Others","Music & Dance, Family & Relationships"
usero93trihhfv,201805,2,0,0,"No description, Music",Others
usero93trihhfv,201806,7,0,0,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
usero93trihhfv,201807,1,0,0,Others,Family & Relationships
usero93trihhfv,201810,9,1,1,"No description, Others",Family & Relationships
usero93trihhfv,201811,48,2,1,"No description, Others, Pets/Animals, Comedy","Pets & Animal Welfare, Humor & Fun, Family & Relationships"
usero93trihhfv,201812,1,0,1,Others,Family & Relationships
usero93trihhfv,202012,3,0,1,Others,Family & Relationships
usero93trihhfv,202101,3,0,1,"No description, Others",Family & Relationships
usero93trihhfv,202202,2,0,1,No description,Others
usero93trihhfv,202203,3,0,1,"No description, Comedy",Humor & Fun
usero93trihhfv,202206,1,0,1,No description,Others
usero93trihhfv,202207,1,0,1,No description,Others
usero93trihhfv,202208,2,0,1,"No description, Others",Family & Relationships
usero93trihhfv,202212,2,0,1,"No description, Others",Family & Relationships
blancamarivi,201802,1,7,0,"Comedy, Dance",Humor & Fun
blancamarivi,201808,1,3,0,Others,Family & Relationships
blancamarivi,201810,6,4,0,"Others, Comedy","Humor & Fun, Family & Relationships"
blancamarivi,201811,10,2,0,"No description, comedy, Others, Music","Family & Relationships, Humor & Fun"
blancamarivi,202302,1,1,0,Others,Family & Relationships
blancamarivi,202303,15,2,0,"music, Others, Music, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
blancamarivi,202304,5,2,0,"No description, Others",Family & Relationships
blancamarivi,202305,1,2,0,Others,Family & Relationships
mtndewbae123,201802,2,2,0,Others,Family & Relationships
mtndewbae123,201806,3,1,0,Others,Family & Relationships
mtndewbae123,201808,4,1,1,"No description, Others",Family & Relationships
mtndewbae123,201810,5,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
mtndewbae123,201811,23,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
mtndewbae123,201812,63,4,1,"sports, Comedy, Self-Improvement, Others, Others, Comedy, No description","Family & Relationships, Wellness & Self-Care, Humor & Fun"
mtndewbae123,201901,27,1,1,"Others, Music, Comedy, No description, Comedy, Entertainment","Humor & Entertainment, Humor & Fun, Family & Relationships"
mtndewbae123,201902,2,0,1,Others,Family & Relationships
mtndewbae123,201903,6,0,1,"No description, Others",Family & Relationships
mtndewbae123,201904,41,3,1,"No description, Others, Comedy, dance","Humor & Fun, Music & Dance, Family & Relationships"
mtndewbae123,201905,21,0,1,"music, No description, Others, Comedy","Humor & Fun, Music & Dance, Family & Relationships"
mtndewbae123,201906,25,1,1,"No description, Others, Sports, Comedy, Dance","Humor & Fun, Sports & Adventure, Family & Relationships"
mtndewbae123,201907,45,1,1,"music, Sports, Others, Pets, Others, Comedy, No description","Humor & Fun, Music & Dance, Sports & Adventure, Family & Relationships"
mtndewbae123,201908,82,4,1,"Sports, Others, comedy,drama, Comedy, No description","Humor & Fun, Sports & Adventure, Family & Relationships"
mtndewbae123,201909,26,1,1,"Others, comedy, Comedy, Family, No description","Humor & Fun, Family & Relationships"
mtndewbae123,201910,40,2,1,"music, Health & Beauty, Others, Comedy, Gaming, No description","Music & Dance, Gaming & Entertainment, Health & Wellness Topics, Family & Relationships, Humor & Fun"
mtndewbae123,201911,40,2,1,"Sports, Others, Comedy, No description, Fashion, Beauty","Humor & Fun, Fashion & Style, Sports & Adventure, Family & Relationships"
mtndewbae123,201912,33,3,1,"dance, Others, Comedy, Others
, No description","Humor & Fun, Music & Dance, Family & Relationships"
mtndewbae123,202001,18,1,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
mtndewbae123,202002,17,1,1,"dance, Others, comedy, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
mtndewbae123,202003,9,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
mtndewbae123,202004,23,0,1,"music, dance, Others, comedy, Comedy, music,Others, No description","Humor & Fun, Music & Dance, Family & Relationships"
mtndewbae123,202005,62,2,1,"music, sports, Others, Music, comedy, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
mtndewbae123,202006,52,2,1,"music, sports, Sports, dance, Others, travel, Comedy, No description","Music & Dance, Sports & Adventure, Family & Relationships, Travel & Exploration, Humor & Fun"
mtndewbae123,202007,36,4,1,"Sports, dance, cooking, Others, travel, Comedy, No description, dance, comedy","Music & Dance, Sports & Adventure, Family & Relationships, Travel & Exploration, Food & Cuisine, Humor & Fun"
mtndewbae123,202008,21,3,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
mtndewbae123,202009,61,7,1,"music, Sports, dance, Others, music, sports, travel, fashion, Comedy, No description, Fashion","Music & Dance, Sports & Adventure, Family & Relationships, Travel & Exploration, Beauty & Fashion, Fashion & Style, Humor & Fun"
mtndewbae123,202010,49,7,1,"Sports, dance, Others, Comedy, Fashion, Beauty, dance, music, No description","Music & Dance, Sports & Adventure, Family & Relationships, Fashion & Style, Humor & Fun"
mtndewbae123,202011,49,6,1,"music, dance, Others, comedy, Comedy,Effects, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
mtndewbae123,202012,23,11,1,"dance, Others, Music, comedy, Comedy, Family, Holidays, Others, No description","Humor & Fun, Music & Dance, Family & Relationships"
mtndewbae123,202101,6,1,1,"No description, Others, Music",Family & Relationships
mtndewbae123,202102,1,0,1,Others,Family & Relationships
marilara6806,201802,2,13,0,"Others, Comedy","Humor & Fun, Family & Relationships"
marilara6806,201804,2,3,0,"No description, Others",Family & Relationships
marilara6806,201807,1,6,0,comedy,Humor & Fun
marilara6806,201810,2,6,0,"Others, Comedy","Humor & Fun, Family & Relationships"
marilara6806,201811,4,8,0,"travel, Others","Travel & Exploration, Family & Relationships"
marilara6806,201812,1,7,0,Others,Family & Relationships
marilara6806,202006,2,5,0,Others,Family & Relationships
think_about_kennn,201802,7,0,0,"Others, music, travel","Music & Dance, Travel & Exploration, Family & Relationships"
think_about_kennn,201806,3,1,1,"No description, Others",Family & Relationships
think_about_kennn,201808,1,0,1,No description,Others
think_about_kennn,201901,4,3,1,Others,Family & Relationships
billaxhry,201802,4,4,0,"Others, Comedy","Humor & Fun, Family & Relationships"
somebodyelse13474,201802,1,5,0,comedy,Humor & Fun
somebodyelse13474,201811,3,0,0,"comedy, Others","Family & Relationships, Humor & Fun"
somebodyelse13474,201812,3,1,1,"Others, Music, Dance",Family & Relationships
somebodyelse13474,201902,4,0,1,"No description, Others",Family & Relationships
somebodyelse13474,201903,5,0,1,"Comedy, Dance, Others, Comedy","Family & Relationships, Humor & Fun"
somebodyelse13474,201904,1,1,1,Others,Family & Relationships
somebodyelse13474,201906,12,0,1,"travel, Travel, Others","Travel & Exploration, Family & Relationships"
somebodyelse13474,201908,4,2,1,Others,Family & Relationships
somebodyelse13474,201909,2,0,1,Others,Family & Relationships
deadshotpewpew,201802,2,10,0,"Others, Comedy","Humor & Fun, Family & Relationships"
deadshotpewpew,201803,1,5,0,Others,Family & Relationships
deadshotpewpew,201904,2,2,0,Others,Family & Relationships
deadshotpewpew,202003,1,0,0,Others,Family & Relationships
deadshotpewpew,202008,1,2,0,"comedy, dance","Music & Dance, Humor & Fun"
deadshotpewpew,202010,3,1,0,"Relationships, Others, Others",Family & Relationships
deadshotpewpew,202103,1,0,0,"Others
",Others
deadshotpewpew,202107,1,1,0,Others,Family & Relationships
deadshotpewpew,202109,2,0,0,"No description, Others",Family & Relationships
deadshotpewpew,202209,2,2,0,Gaming,Gaming & Entertainment
deadshotpewpew,202304,1,3,0,Gaming,Gaming & Entertainment
deadshotpewpew,202305,4,12,0,Gaming,Gaming & Entertainment
jommie00jommie00,201802,2,0,0,Others,Family & Relationships
jommie00jommie00,201810,1,0,0,Music,Others
jommie00jommie00,201811,15,0,0,"music, comedy, Others, Dance","Family & Relationships, Music & Dance, Humor & Fun"
jommie00jommie00,201812,23,0,0,"No description, Others, Comedy, Music","Humor & Fun, Family & Relationships"
jommie00jommie00,201901,64,2,0,"music, Travel, Others, Music, cooking, comedy, fashion, Comedy, Family, No description, Music, Fashion, Fashion","Music & Dance, Family & Relationships, Travel & Exploration, Food & Cuisine, Beauty & Fashion, Fashion & Style, Humor & Fun"
jommie00jommie00,201902,68,0,0,"music, Others, Music, Comedy, Dance, No description","Humor & Fun, Music & Dance, Family & Relationships"
jommie00jommie00,201903,80,0,0,"music, dance, Others, Music, comedy, Comedy, Dance, Family, No description, Fashion","Humor & Fun, Fashion & Style, Music & Dance, Family & Relationships"
jommie00jommie00,201904,79,0,0,"dance, Others, Music, comedy, Comedy, No description, Fashion, photography, family","Humor & Fun, Fashion & Style, Music & Dance, Family & Relationships"
jommie00jommie00,201905,81,0,1,"Others, Music, comedy, Comedy, No description, Fashion","Humor & Fun, Fashion & Style, Family & Relationships"
jommie00jommie00,201906,61,1,1,"Dance, Others, dance, Others, Music, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
jommie00jommie00,201907,71,0,1,"No description, Others, Comedy, dance","Humor & Fun, Music & Dance, Family & Relationships"
jommie00jommie00,201908,44,0,1,"dance, Others, comedy, fashion, Comedy, Family, Celebration, No description, Health & Wellness","Music & Dance, Family & Relationships, Wellness & Self-Care, Beauty & Fashion, Humor & Fun"
jommie00jommie00,201909,54,0,1,"No description, fashion, Others, Education","Beauty & Fashion, Education & Learning, Family & Relationships"
jommie00jommie00,201910,64,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
jommie00jommie00,201911,13,0,1,"No description, Others",Family & Relationships
jommie00jommie00,201912,22,0,1,No description,Others
jommie00jommie00,202001,52,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
jommie00jommie00,202002,50,0,1,"Celebration, Others, Comedy, No description, Music, Comedy","Humor & Fun, Family & Relationships"
jommie00jommie00,202003,53,1,1,"Fashion, No description, Others","Fashion & Style, Family & Relationships"
jommie00jommie00,202004,32,1,1,"No description, Others",Family & Relationships
jommie00jommie00,202005,5,0,1,No description,Others
jommie00jommie00,202006,10,0,1,"No description, Others",Family & Relationships
jommie00jommie00,202007,13,0,1,"No description, Others",Family & Relationships
jommie00jommie00,202008,20,0,1,No description,Others
jommie00jommie00,202009,37,2,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
jommie00jommie00,202010,17,0,1,No description,Others
jommie00jommie00,202011,8,0,1,No description,Others
jommie00jommie00,202012,13,1,1,"No description, Others",Family & Relationships
jommie00jommie00,202101,12,1,1,"No description, Others",Family & Relationships
jommie00jommie00,202102,2,0,1,No description,Others
jommie00jommie00,202103,7,1,1,"No description, Others",Family & Relationships
jommie00jommie00,202104,22,1,1,"No description, Others",Family & Relationships
jommie00jommie00,202105,9,0,1,No description,Others
jommie00jommie00,202106,18,1,1,"No description, Others",Family & Relationships
jommie00jommie00,202107,56,1,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
jommie00jommie00,202108,41,1,1,"No description, comedy, Others, Comedy","Family & Relationships, Humor & Fun"
jommie00jommie00,202109,53,1,1,"dance, Others, Comedy, No description, Fashion","Humor & Fun, Fashion & Style, Music & Dance, Family & Relationships"
jommie00jommie00,202110,46,1,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
jommie00jommie00,202111,33,2,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
jommie00jommie00,202112,105,2,1,"music, Others, Music, Tribute, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
jommie00jommie00,202201,28,1,1,"No description, comedy, Others, Comedy","Family & Relationships, Humor & Fun"
jommie00jommie00,202202,70,1,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
jommie00jommie00,202203,32,0,1,"No description, comedy, Others, Comedy","Family & Relationships, Humor & Fun"
jommie00jommie00,202204,19,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
samanthaemma26,201802,2,0,0,Others,Family & Relationships
samanthaemma26,201805,3,0,0,"music, No description",Music & Dance
samanthaemma26,201811,8,1,0,"No description, Others, Social Media",Family & Relationships
samanthaemma26,201812,4,0,0,"music, No description",Music & Dance
paigegentry26,201802,1,0,0,Others,Family & Relationships
paigegentry26,201810,18,4,0,"No description, Others",Family & Relationships
paigegentry26,201811,80,3,1,"Others, Music, comedy, Pets/Animals, Comedy, No description","Pets & Animal Welfare, Humor & Fun, Family & Relationships"
paigegentry26,201812,14,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
paigegentry26,202012,1,0,1,Others,Family & Relationships
paigegentry26,202205,6,1,1,"No description, Others",Family & Relationships
paigegentry26,202206,3,1,1,"No description, Others",Family & Relationships
paigegentry26,202207,4,0,1,No description,Others
paigegentry26,202208,1,0,1,No description,Others
paigegentry26,202209,3,0,1,No description,Others
paigegentry26,202210,2,0,1,"No description, Others",Family & Relationships
paigegentry26,202212,2,0,1,"No description, Others",Family & Relationships
paigegentry26,202301,1,0,1,No description,Others
paigegentry26,202303,3,0,1,No description,Others
ains_lee112,201802,106,7,0,"music, Dental Care, Others, Music, motivation, self-help, Emotional Support, Others, travel, comedy, fashion, Comedy, Television, No description, Television, Entertainment","Music & Dance, Humor & Entertainment, Health & Wellness Topics, Family & Relationships, Travel & Exploration, Beauty & Fashion, Humor & Fun"
ains_lee112,201803,6,0,0,"Sports, Entertainment, Others, Comedy","Humor & Entertainment, Humor & Fun, Sports & Adventure, Family & Relationships"
alex4987765,201802,16,0,0,"Pets/Animals, music, Others, Comedy","Pets & Animal Welfare, Humor & Fun, Music & Dance, Family & Relationships"
alex4987765,201803,7,0,0,"music, cooking, Others, Comedy","Food & Cuisine, Humor & Fun, Music & Dance, Family & Relationships"
alex4987765,201804,2,0,0,"Gaming, Pets/Animals","Pets & Animal Welfare, Gaming & Entertainment"
annacarolineb,201802,3,0,0,Others,Family & Relationships
annacarolineb,201804,1,0,0,Others,Family & Relationships
annacarolineb,201812,2,0,0,"No description, Others",Family & Relationships
annacarolineb,201901,2,0,0,"Others, Comedy","Humor & Fun, Family & Relationships"
annacarolineb,201902,10,5,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
annacarolineb,201903,3,6,1,"music, dance, Others","Music & Dance, Family & Relationships"
annacarolineb,201904,4,6,1,"comedy, Others","Family & Relationships, Humor & Fun"
annacarolineb,201905,3,3,1,Others,Family & Relationships
annacarolineb,201906,6,8,1,"travel, Others, Comedy, dance, comedy","Humor & Fun, Music & Dance, Travel & Exploration, Family & Relationships"
annacarolineb,201907,2,0,1,Others,Family & Relationships
annacarolineb,201908,2,3,1,Others,Family & Relationships
annacarolineb,201909,3,9,1,"Others, Comedy, dance","Humor & Fun, Music & Dance, Family & Relationships"
annacarolineb,201910,3,8,1,"Others, Comedy, sports,cheerleading","Humor & Fun, Family & Relationships"
annacarolineb,201911,9,10,1,"Halloween, Entertainment, dance, Others, fashion, Comedy, No description","Music & Dance, Humor & Entertainment, Family & Relationships, Beauty & Fashion, Humor & Fun"
annacarolineb,201912,4,9,1,"Others, dance","Music & Dance, Family & Relationships"
annacarolineb,202001,5,8,1,"Religion, Others, comedy, Others, cheerleading","Humor & Fun, Family & Relationships"
annacarolineb,202002,1,3,1,Comedy,Humor & Fun
annacarolineb,202003,1,8,1,Others,Family & Relationships
annacarolineb,202006,1,8,1,"music, comedy","Music & Dance, Humor & Fun"
annacarolineb,202010,1,0,1,Others,Family & Relationships
annacarolineb,202011,1,3,1,music,Music & Dance
annacarolineb,202012,1,0,1,Others,Family & Relationships
annacarolineb,202107,1,0,1,Others,Family & Relationships
annacarolineb,202108,4,4,1,"Others, Comedy","Humor & Fun, Family & Relationships"
annacarolineb,202111,1,0,1,No description,Others
devin112505,201712,1,0,0,Others,Family & Relationships
devin112505,201801,1,2,0,Others,Family & Relationships
devin112505,201802,6,5,0,"music, Travel, Others, travel, music, Others","Music & Dance, Travel & Exploration, Family & Relationships"
devin112505,201803,4,0,0,Others,Family & Relationships
devin112505,201804,1,0,0,Others,Family & Relationships
devin112505,201805,1,0,0,Others,Family & Relationships
alexandrayoutube101,201802,4,1,0,"music, No description, Others","Music & Dance, Family & Relationships"
depresseddinosaur,201802,2,0,0,"Others, Comedy","Humor & Fun, Family & Relationships"
depresseddinosaur,201804,2,0,0,"No description, Others",Family & Relationships
depresseddinosaur,201805,1,0,0,No description,Others
depresseddinosaur,201902,11,1,1,"No description, Others",Family & Relationships
meaganwolfqueen29,201802,3,7,0,"music, Others","Music & Dance, Family & Relationships"
